word,tags,ipa,results
léis,,l̠ʲeːʃ,l̪ɛʃ
léite,,"ˈl̠ʲeːtʲə, ˈl̠ʲei̯tʲə",l̪ɛtʲi
lúba,,ˈl̪ˠuːbˠə,l̪ɔbˠə
lúbaire,,ˈl̪ˠuːbˠəɾʲə,l̪ɛbʲiɾʲi
lúibe,,ˈl̪ˠuːbʲə,l̪ɪbʲi
mac tíre,,ˌmˠak ˈtʲiːɾʲə,mˠɑk tʲɪɾʲi
macra,,ˈmˠakɾˠə,mˠɑkɾˠə
madraí,,ˈmˠad̪ˠɾˠiː,mˠɑdɾʲi
maghar,,mˠəiɾˠ,mˠɑghəɾˠ
maide briste,,ˌmˠædʲə ˈbʲɾʲɪʃtʲə,mʲaidʲi bɾʲɪʃtʲi
mainistir,,ˈmˠanʲəʃtʲəɾʲ,mʲain̪iʃtʲiɾʲ
mairbh,Ulster; Connacht,ˈmˠaɾʲəvʲ,mʲaiɾʲb
maithiúnas,Connacht,ˈmˠahuːn̪ˠəsˠ,mʲaitʲçiən̪əsˠ
maoil,,mˠiːlʲ,mʲæəl̪
maoth,Ulster; Connacht,mˠiː,mˠɑət
mapaí,Connacht,ˈmˠapˠiː,mˠɑpʲi
mar an gcéanna,Connacht,mˠaɾˠ ə ˈɟeːn̪ˠə,mˠɑːɾˠ ɑn̪ gcɑn̪n̪ə
maraím,Connacht,ˈmˠaɾˠiːmʲ,mˠɑɾʲimʲ
marcach,Munster; Connacht,ˈmˠaɾˠkəx,mˠɑɾˠkəx
mart,,mˠaɾˠtˠ,mˠɑːɾˠt̪
mathúin,,ˈmˠahuːnʲ,mˠɑt̪hən̪
mbainne,Ulster; Connacht,ˈmˠan̠ʲə,mbʲain̪n̪ə
mbia,,mʲiə,mbʲiə
mblas,Ulster; Connacht,mˠlˠasˠ,mˠbˠl̪ɑsˠ
mbó,Munster; Connacht,mˠoː,mˠbˠɔ
meabhair,Munster; Connacht,mʲauɾʲ,mʲɑbʲçiɾʲ
meadar,,ˈmʲad̪ˠəɾˠ,mʲɑd̪əɾˠ
meaitseanna,,ˈmʲatʲʃən̪ˠə,mʲaitʲʃən̪n̪ə
mearbhall,,ˈmʲaɾˠəwəl̪ˠ,mʲæɾˠbˠhəl̪l̪
meisce,Munster; Connacht,ˈmʲɛʃcɪ,mʲɛʃci
mhall,Ulster; Connacht,wal̪ˠ,mˠhɑl̪l̪
mhuir,Ulster; Connacht,wɪɾʲ,mˠhɪɾʲ
mhuirnín,Connacht,ˈwuːɾˠnʲiːnʲ,mˠhɪɾʲn̪ən̪
miailíteas,,ˈmʲiəlʲiːtʲəsˠ,mʲiəəl̪itʲəsˠ
miongháire,,mʲɪnˠɣaːɾʲə,mˠɪnɟçiɾʲi
miosúir,Connacht,ˈmʲɪsˠuːɾʲ,mˠɪsˠiɾʲ
mire,,ˈmʲɪɾʲə,mʲɪɾʲi
mitheas,,ˈmʲɪhəsˠ,mʲɪtʲçəsˠ
moch,Connacht,mˠɔx,mˠʊk
mola,Munster; Connacht,ˈmˠɔlˠə,mˠɔl̪ə
molta,,ˈmˠɔl̪ˠt̪ˠə,mˠɔl̪t̪ə
muca,,ˈmˠʊkə,mˠʊkə
muiceoil,Munster; Connacht,ˈmˠɪcoːlʲ,mˠɪcoːəl̪
muirir,,ˈmˠɪɾʲəɾʲ,mˠɪɾʲiɾʲ
muise,,ˈmˠɪʃə,mˠɪʃi
murarbh,,ˈmˠʊɾˠəɾˠvˠ,mˠɔɾˠəɾˠb
máithreacha,Connacht,ˈmˠɑːɾʲəxə,mʲaitʲhɾʲəkhə
máithreacha,Mayo; Connacht,ˈmˠaːɾʲhəxiː,mʲaitʲhɾʲəkhə
máthair,Connacht,ˈmˠãːhəɾʲ,mˠɑtʲçiɾʲ
méalach,,ˈmʲeːlˠəx,mʲɑl̪əx
míle,,ˈmʲiːlʲə,mʲɪl̪ə
míleach,Munster; Connacht,ˈmʲiːlʲəx,mʲɪl̪əx
mílte,,ˈmʲiːl̠ʲtʲə,mʲɪltʲi
mímhúinte,Connacht,ˈmʲiːˌwuːn̠ʲtʲə,mʲɪmˠhəntʲi
móid,,mˠoːdʲ,mʲɛdʲ
móire,Munster; Connacht,ˈmoːɾʲə,mʲɛɾʲi
mónóg,Connacht,"ˈmˠoːnˠoːɡ, ˈmˠuːnˠoːɡ",mˠɔn̪əg
móra,Munster; Connacht,ˈmˠoːɾˠə,mˠɔɾˠə
mósáic,,ˈmˠoːsˠɑːc,mˠɛʃic
múin,,mˠuːnʲ,mˠɪn̪
múinteoirí,Connacht,ˈmˠuːn̠ʲtʲoːɾʲiː,mˠɪntʲoːiɾʲi
n-alt,,n̪ˠal̪ˠt̪ˠ,nɑl̪t̪
n-ard,,n̪ˠɑːɾˠd̪ˠ,nɑɾˠd̪
n-oile,,"ˈn̪ˠɛlʲə, ˈn̪ˠɪlʲə",nɔl̪ə
nG,,"ŋ, ŋɡ, ɲ, ɲɟ",ng
naetha,,ˈn̪ˠeːhə,n̪eːt̪hə
ndara,Ulster; Connacht,ˈn̪ˠaɾˠə,n̪d̪ɑɾˠə
ndán,Connacht,n̪ˠɑːnˠ,n̪d̪ɑn̪
neada,,n̠ʲad̪ˠə,n̪ɑd̪ə
neas,Ulster; Connacht,n̠ʲasˠ,n̪ɑsˠ
neosainn,,ˈnʲoːsˠənʲ,n̪oːʃiən̠ʲ
ngabhar,Connacht,ˈŋɑuəɾˠ,n̪gɑbˠhəɾˠ
ngaranna,,ˈŋaɾˠən̪ˠə,n̪gɑɾˠən̪n̪ə
ngor,Munster; Connacht,ŋɔɾˠ,n̪gɔɾˠ
nid,,n̠ʲɪdʲ,n̪ɪdʲ
nigh,Ulster; imperative; Connacht,n̠ʲiː,n̪ɪɟ
nimhneach,Connacht,ˈn̠ʲivʲnʲəx,n̪ɪmʲhn̪əx
nochtacht,Connacht,"ˈnɔxt̪ˠəxt̪ˠ, ˈnʊxt̪ˠəxt̪ˠ",n̪ʊkht̪əkht̪
normal,,ˈn̪ˠɔɾˠ(ə)mˠəlˠ,n̪ɔɾˠmˠəl̪
nua,Ulster; Connacht,n̪ˠuː,n̪ua
nuachtán,,nˠuˑəxt̪ˠaːnˠ,n̪uakht̪ən̪
nuall,,n̪ˠuəl̪ˠ,n̪ual̪l̪
ná tráchtaigí air,,n̪ˠɑː ˈt̪ˠɾˠɑːxt̪ˠɪɟiː ɛɾʲ,n̪ɑ t̪ɾˠɑkhtʲiɟi ɑːɾʲ
náire,Munster; Connacht,ˈn̪ˠɑːɾʲə,n̪aiɾʲi
náisiún,Connacht,ˈn̪ˠɑːʃuːnˠ,n̪aiʃiən̪
nár,,n̪ˠɑːɾˠ,n̪ɑːɾˠ
ní,,n̠ʲiː,n̪ɪ
ní móide,Connacht,n̠ʲiː ˈmˠuːdʲə,n̪ɪ mʲɛdʲi
nílimid,,ˈnʲiːlʲɪmʲiːdʲ,n̪ɪl̪əmʲədʲ
níltear,,ˈn̠ʲiːl̠ʲtʲəɾˠ,n̪ɪltʲəɾˠ
nín,,ˈn̠ʲiːnʲ,n̪ɪn̪
nós,Connacht,n̪ˠuːsˠ,n̪ɔsˠ
obann,,"ˈɔbˠən̪ˠ, ˈɞbˠən̪ˠ",ɔbˠən̪ˠ
ofráil,Connacht,ˈɔfˠɾˠɑːlʲ,ɔfɾʲəl̪
oifige,,ˈɛfʲɪɟɪ,ɛfʲiɟi
oileán,Connacht,"ˈɪlʲɑːnˠ, ˈɪlʲɑːn̪ˠ",ɔl̪ən̪
oilfidh,,"ˈɛlʲ(h)ɪɟ, ˈɪlʲ(h)ɪɟ",ɛlfʲidʲ
ola,,ˈɔlˠə,ɔl̪ə
olca,Munster; Connacht,ˈɔlˠkə,ɔl̪kə
ollscoil,Connacht,"ˈɔl̪ˠˌsˠkɔlʲ, ˈɔl̪ˠˌsˠkɞlʲ",ɔl̪l̪scəl̪
orca,,ˈɔɾˠkə,ɔɾˠkə
os comhair,Connacht,əsˠˈkuːɾʲ,ɔsˠ kɛmʲçiɾʲ
osna,,ˈɔsˠn̪ˠə,ɔsˠn̪ə
ospidéal,Connacht,ˈɔsˠpʲədʲeːlˠ,ɔspʲidʲəl̪
paiste,,ˈpˠaʃtʲə,pʲaiʃtʲi
paragraf,,ˈpˠaɾˠəɡɾˠafˠ,pˠɑɾˠəgɾˠəfˠ
pas,,ˈpˠasˠ,pˠɑsˠ
peictiúr,Connacht,ˈpʲɛctʲuːɾˠ,pʲɛctʲiəɾˠ
phearsa,,ˈfʲaɾˠsˠə,pʲçæɾˠsˠə
phálás,Connacht,ˈfˠɑːlˠɑːsˠ,pˠhɑl̪əsˠ
pianta,,ˈpʲiən̪ˠt̪ˠə,pʲiən̪t̪ə
piast,,pʲiəsˠt̪ˠ,pʲiəsˠt̪
pictiúir,Connacht,ˈpʲɪctʲuːɾʲ,pʲɪctʲiiɾʲ
pillín,,ˈpiliːn,pʲɪl̪l̪ən̪
piléar,Connacht,ˈpʲɪlʲeːɾˠ,pʲɪl̪əɾˠ
piléir,Connacht,ˈpʲɪlʲeːɾʲ,pʲɪl̪iɾʲ
pioc,,pʲʊk,pˠɪk
pite,,ˈpʲɪtʲə,pʲɪtʲi
piteog,Connacht,ˈpʲɪtʲoːɡ,pʲɪtʲoːg
pláta,Munster; Connacht,ˈpˠlˠɑːt̪ˠə,pˠl̪ɑt̪ə
plátaí,Connacht,ˈpˠlˠɑːt̪ˠiː,pˠl̪ɑtʲi
portaireacht,,ˈpˠɔɾˠt̪ˠəɾʲəxt̪ˠ,pˠɔrtʲiɾʲəkht̪
pracar,,ˈpˠɾˠakəɾˠ,pˠɾˠɑkəɾˠ
praghas,,pɾˠəisˠ,pˠɾˠɑghəsˠ
prios,,pʲɾʲɪsˠ,pˠɾˠɪsˠ
prás,Munster; Connacht,pˠɾˠɑːsˠ,pˠɾˠɑsˠ
práta,Munster; Connacht,ˈpˠɾˠɑːt̪ˠə,pˠɾˠɑt̪ə
próis,,pˠɾˠoːʃ,pɾʲɛʃ
puimcín,Connacht,ˈpˠɪmʲciːn,pˠɪmʲcən̪
puis,,pˠɪʃ,pˠɪʃ
páiste,Munster; Connacht,ˈpˠɑːʃtʲə,pʲaiʃtʲi
páistí,Connacht,ˈpˠɑːʃtʲiː,pʲaiʃtʲi
péire,,ˈpʲeːɾʲə,pʲɛɾʲi
píob,Munster; Connacht,ˈpʲiːbˠ,pˠɪbˠ
póca,Munster; Connacht,ˈpˠoːkə,pˠʊkə
póca,,,pˠʊkə
pócaí,Munster; Connacht,ˈpˠoːkiː,pˠɛci
póg mo thóin,Connacht,pˠoːɡʲ mˠə huːnʲ,pˠʊg mˠɔ tʲçɔn̪
pógtha,,,pˠʊgt̪hə
pór,Munster; Connacht,pˠoːɾˠ,pˠəuɾˠ
rabhadar,,ˈɾˠawəd̪ˠəɾˠ,ɾˠɑbˠhəd̪əɾˠ
rabhamar,,ˈɾˠawəmˠəɾˠ,ɾˠɑbˠhəmˠəɾˠ
rabharta,Munster; Connacht,ˈɾˠɑuɾˠt̪ˠə,ɾˠɑbˠhəɾˠt̪ə
raimhre,,ˈɾˠavʲɾʲə,ɾʲaimʲhɾʲi
ramhar,Munster; Connacht,ɾˠauɾˠ,ɾˠɑmˠhəɾˠ
reiligiún,Connacht,ˈɾˠɛlʲɪɟuːnˠ,ɾʲɛl̪iɟiən̪
riach,,ɾˠiəx,ɾʲiəx
riail,,ɾˠiəlʲ,ɾʲiəəl̪
rialta,,ˈɾˠiəl̪ˠt̪ˠə,ɾʲiəl̪t̪ə
riar,,ɾˠiəɾˠ,ɾʲiəɾˠ
rincí,Connacht,ˈɾˠɪɲciː,ɾʲɪnci
rinneamar,,ˈɾˠɪn̠ʲəmˠəɾˠ,ɾʲɪn̪n̪əmˠəɾˠ
riocht,,ɾˠʊxt̪ˠ,ɾˠɪkht̪
rithim,,ˈɾˠɪhəmʲ,ɾʲɪtʲçimʲ
ro-,,ɾˠə,ɾˠɔ
roc,,ɾˠɔk,ɾˠʊk
roinne,Ulster; Connacht,ˈɾˠɪn̠ʲə,ɾˠɔn̪n̪ə
roth,,ɾˠɔ(h),ɾˠɔt
rotha,,ˈɾˠɔhə,ɾˠɔt̪hə
ruacan,,ˈɾˠuəkənˠ,ɾˠuakən̪
ruaig,,ɾˠuəɟ,ɾʲuaiɟ
ruainne,,ˈɾˠuən̠ʲə,ɾʲuaən̪n̪ə
rugais,,ˈɾˠʊɡəʃ,ɾˠɛɟiʃ
rugas,,ˈɾˠʊɡəsˠ,ɾˠʊgəsˠ
rásúr,Connacht,ˈɾˠɑːsˠuːɾˠ,ɾˠɑsˠəɾˠ
ré,,ɾˠeː,ɾʲɛ
réama,,ˈɾˠeːmˠə,ɾʲɑmˠə
rí,,ɾˠiː,ɾʲɪ
róghoilliúnach,Connacht,ɾˠoːˈɣɔl̠ʲuːnˠəx,ɾˠɛɟçəl̪l̪əən̪əx
rós,Munster; Connacht,ɾˠoːsˠ,ɾˠɔsˠ
sa,,sˠə,sˠɑ
saile,,ˈsalʲə,ʃail̪ə
salach,Cois-Fharraige; Connacht,ˈsˠaːl̪ˠəx,sˠɑl̪əx
sanasán,Connacht,ˈsˠanˠəsˠɑːnˠ,sˠɑn̪əsˠən̪
saoile,,ˈsˠiːlʲə,ʃæəl̪ə
saoirse,,ˈsˠiːɾˠʃə,ʃæiɾʲʃi
saraiste,,ˈsˠaɾˠəʃtʲə,sˠɑɾʲiʃtʲi
scaoil,,sˠkiːlʲ,scæəl̪
scaoileann,,ˈsˠkiːlʲən̪ˠ,scæəl̪ən̪ˠ
sceiche,,ˈʃcɛçə,scɛcçi
sceith,,ʃcɛ(h),scɛtʲ
sciorta,,ˈʃcɪɾˠt̪ˠə,sˠkɪɾˠt̪ə
sciúlán,Connacht,"ˈʃcuːlˠɑːnˠ, ˈʃcuːl̪ˠɑːn̪ˠ",scɪəl̪ən̪
scragall,,ˈsˠkɾˠaɡəl̪ˠ,sˠkɾˠɑgəl̪l̪
scriúta,,ˈʃcɾʲuːt̪ˠə,sˠkɾʲɪət̪ə
scrábán,Connacht,ˈsˠkɾˠɑːbɑːnˠ,sˠkɾˠɑbˠən̪
scríob,Ulster; Connacht,ʃcɾʲiːbˠ,sˠkɾˠɪbˠ
scríofa,,ˈʃcɾʲiːfˠə,sˠkɾˠɪfˠə
scuaid,,sˠkuədʲ,scuaidʲ
scáth,Munster; Connacht,sˠkɑː,sˠkɑt
scéalaí,Connacht,ˈʃceːlˠiː,scɑl̪ə
seachain,,ˈʃaxənʲ,ʃɑcçən̪
seala,,"ˈʃalˠə, ˈʃal̪ˠə",ʃɑl̪ə
sealg,Ulster; Connacht,ˈʃalˠəɡ,ʃɑl̪əg
sealga,Ulster; Connacht,ˈʃalˠəɡə,ʃɑl̪gə
seamhan,,ʃəunˠ,ʃɑmˠhən̪
seanathair,,ˈʃanˠahəɾʲ,ʃɑn̪itʲçiɾʲ
seanmhná,,ˈʃanˠˌvˠnˠɑː,ʃɑn̪mˠhn̪ə
seanmóir,Mayo; Connacht,ˈʃanˠəmˠəɾʲ,ʃɑnmʲiɾʲ
seasamh,Connacht,"ˈʃasˠuː, ˈʃasˠə",ʃɑsˠəm
seilg,,"ˈʃelʲɪɟ, ˈʃɛlʲɪɟ",ʃɛl̪əg
seise,,ˈʃɛʃə,ʃɛʃi
seisear,,ˈʃɛʃəɾˠ,ʃɛʃəɾˠ
