word,tags,ipa,results,match,dolgo
'feirge',,ˈfʲɛɾʲɪɟɪ,ˈfʲɛɾʲəɟə,88,0.89
'dtiarna',,ˈdʲiəɾˠn̪ˠə,dʲˈiəɾˠn̪ˠə,78,0.83
'oighear',,əiɾˠ,ˈɛjəɾˠ,45,0.65
'am',,əmˠ,amˠ,60,0.71
'cheatha',,ˈçahə,ˈçahə,100,1.0
'múnla',,ˈmˠuːn̪ˠl̪ˠə,ˈmˠuːn̪ˠlˠə,90,0.91
'díreach',,ˈdʲiːɾʲəx,ˈdʲiːɾʲəx,100,1.0
'bheatha',,ˈvʲahə,ˈvʲahə,100,1.0
'foshruth',,ˈfˠɔ(h)rˠʊ(h),ˈfˠɔhɾˠəç,55,0.69
'spadánta',,ˈsˠpˠad̪ˠɑːn̪ˠt̪ˠə,ˈsˠpˠɪd̪ˠɑːn̪ˠt̪ˠə,93,0.94
'Sasana',,ˈsˠasˠənˠə, ˈsˠasˠən̪ˠə,ˈsˠasˠən̪ˠə,100,1.0
'crosáil',,ˈkɾˠɔsˠɑːlʲ,ˈkɾˠʊsˠɑːlʲ,89,0.90
'aghaidh',,ai,ˈaiə,33,0.60
'fiúntas',,ˈfʲuːn̪ˠt̪ˠəsˠ,ˈfʲuːn̪ˠt̪ˠəsˠ,100,1.0
'mbainne',,ˈmˠan̠ʲə,mˠˈan̪ˠə,46,0.65
'nD',,n̠ʲ, n̪ˠ,n̪ˠ,100,1.0
'brad',,bˠɾˠad̪ˠ,bˠɾˠad̪ˠ,100,1.0
'bochtaineacht',,ˈbˠɔxt̪ˠənʲəxt̪ˠ,ˈbˠɔxt̪ˠənʲəxt̪ˠ,100,1.0
'cáil',,kaːlʲ, kɑːlʲ,kɑːlʲ,100,1.0
'anois',,əˈnʲiʃ,ˈan̪ˠəsˠ,7,0.52
'le fáil',,lʲɛˈfˠɑːlʲ,lʲə ˈfˠɑːlʲ,88,0.90
'miongháire',,mʲɪnˠɣaːɾʲə,ˈmʲiuːŋhɑːɾʲə,50,0.67
'harán',,ˈhaɾˠɑːn̪ˠ,ˈhɪɾˠɑːn̪ˠ,88,0.90
'mainistreach',,ˈmˠanʲəʃtʲɾʲəx,ˈmˠanʲəʃtʲɾʲəx,100,1.0
'ónarbh',,ˈoːnˠəɾˠvˠ,ˈoːn̪ˠəɾˠw,70,0.77
'cárb',,kaːɾˠbˠ,kɑːɾˠbˠ,83,0.86
'treabh',,ˈtʲɾʲəu,tʲɾʲəu,83,0.86
'muileann',,ˈmˠɪlʲən̪ˠ,ˈmˠɪlʲən̪ˠ,100,1.0
'Cáisc',,kaːʃc, kɑːʃc,kɑːʃc,100,1.0
'i bhfolach',,ə ˈwalˠəx, ə ˈwɔlˠəx,ə wˈɔlˠəx,85,0.88
'd'éirigh',,ˈdʲəiɾʲə,dʲ'eːɾʲə,57,0.70
'beirigí',,ˈbʲɛɾʲɪɟiː,ˈbʲɛɾʲəɟiː,94,0.95
'bhád',,wɑːd̪ˠ,wɑːd̪ˠ,100,1.0
'cnó Brasaíleach',,kno:,ˈkɾˠoː bˠɾˠəsˠəlʲəx,6,0.52
'chaith',,xa,xaç,50,0.67
'dul',,d̪ˠʊlˠ, d̪ˠʊl̪ˠ,d̪ˠʊlˠ,100,1.0
'smut',,ˈsˠmˠʊt̪ˠ,sˠmˠʊt̪ˠ,86,0.88
'cáis',,kaːʃ, kɑːʃ,kɑːʃ,100,1.0
'mbeanna',,ˈmʲan̪ˠə,mʲˈan̪ˠə,69,0.76
'channa',,ˈxan̪ˠə, ˈxɑn̪ˠə,ˈxan̪ˠə,100,1.0
'scaoileann',,ˈsˠkiːlʲən̪ˠ,ˈsˠkiːlʲən̪ˠ,100,1.0
'éadroime',,ˈeːd̪ˠɾˠəmʲə,ˈeːd̪ˠɾˠəmʲə,100,1.0
'a chara',,ə ˈxaɾˠə,ə ˈxaɾˠə,100,1.0
'cáinim',,ˈkɑːnʲəmʲ,ˈkɑːnʲəmʲ,100,1.0
'Ciarraí',,ˈciəɾˠiː,ˈciəɾˠiː,100,1.0
'cáiliúil',,ˈkɑːlʲuːlʲ,ˈkɑːlʲúlʲ,81,0.84
'fionn',,fʲuːn̪ˠ, fʲɪn̪ˠ,ˈfʲiuːn̪ˠ,78,0.82
'calrach',,ˈkal̪ˠɾˠəx,ˈkal̪ˠɾˠəx,100,1.0
'go brách',,ɡəˈbˠɾˠɑːx,ɡə ˈbˠɾˠɑːx,94,0.95
'mbanc',,mˠaŋk,mˠan̪ˠk,50,0.67
'bhítí',,ˈvʲiːtʲiː,ˈvʲiːtʲiː,100,1.0
'druid',,d̪ˠɾˠɪdʲ,d̪ˠɾˠʊd̪ˠ,62,0.73
'aigéad',,ˈaɟeːd̪ˠ,ˈaɟeːd̪ˠ,100,1.0
'bheidís',,ˈvʲɛdʲiːʃ,ˈvʲɛdʲiːʃ,100,1.0
'splanc',,sˠpˠl̪ˠaːŋk,sˠpˠlˠan̪ˠk,58,0.71
'stairiúil',,ˈsˠtˠaɾʲuːlʲ,ˈsˠt̪ˠaɾʲúlʲ,75,0.80
'mhór',,woːɾˠ,woːɾˠ,100,1.0
'uireaspach',,ˈɪɾʲəsˠpˠəx,ˈɪɾʲəsˠpˠəx,100,1.0
'scréach',,ʃcɾʲeːx,ʃcɾʲeːx,100,1.0
'chonaic',,ˈhanʲic,ˈxɔn̪ˠəc,30,0.59
'pus',,pˠʊsˠ,pˠʊsˠ,100,1.0
'mianach',,ˈmʲiənˠəx, ˈmʲiːnˠəx,ˈmʲiən̪ˠəx,87,0.89
'Antaine',,ˈan̪ˠt̪ˠənʲə,ˈan̪ˠt̪ˠənʲə,100,1.0
'morgtha',,ˈmˠɔɾˠəkə,ˈmˠɔɾˠəɡhə,83,0.86
'croí',,kɾˠiː,ˈkɾˠoiː,72,0.79
'i ngar',,əˈŋaɾˠ,ə ˈŋaɾˠ,91,0.92
'íoglú',,ˈiː.ɡl̪ˠuː,ˈiːɡlˠuː,81,0.84
'foirmiúlacht',,ˈfˠɔɾˠmʲuːlˠəxt̪ˠ, ˈfˠɔɾˠmʲuːl̪ˠəxt̪ˠ,ˈfˠɛɾʲmʲuːlˠəxt̪ˠ,89,0.90
'gléasra',,ˈɟlʲeːsˠɾˠə,ˈɟlʲeːsˠɾˠə,100,1.0
'casair',,ˈkasˠəɾʲ,ˈkasˠəɾʲ,100,1.0
'deasaigh',,ˈdʲasˠiː,ˈdʲasˠə,75,0.80
'cuir i gcás',,ˌkɪɾʲ ə ˈɡɑːsˠ,ˈkɪɾʲ ə ɡɑːsˠ,87,0.89
'-áil',,aːlʲ,-ɑːlʲ,62,0.73
'cuir i dtaisce',,ˌkɪɾʲ əˈd̪ˠaʃcɪ,ˈkɪɾʲ ə d̪ˠaʃcə,84,0.86
'beirt',,bʲɛɾˠtʲ,bʲɛɾʲtʲ,83,0.86
'a-',,a, ə,a,100,1.0
'liom',,lʲʊmˠ,lʲiəmˠ,66,0.75
'doiligh',,ˈd̪ˠɛlʲiː,ˈd̪ˠɛlʲə,80,0.83
'aoiligh',,ˈiːlʲiː, ˈiːlʲə,ˈiːlʲə,100,1.0
'ónar',,ˈoːnˠəɾˠ,ˈoːn̪ˠəɾˠ,87,0.89
'cnuimhe',,ˈknˠevʲə,ˈkɾˠəə,50,0.67
'Ceilteach',,ˈcɛl̠ʲtʲəx,ˈcɛl̠ʲtʲəx,100,1.0
'féinfhostaithe',,ˈfʲeːnʲosˠt̪ˠəhə,ˈfʲeːn̪ˠəsˠt̪ˠəhə,78,0.82
'rialacha',,ˈɾˠiəlˠəxə,ˈɾʲiəlˠəxə,88,0.89
'ging',,ɟɪɲ,ɟɪɲ,100,1.0
'lúb',,l̪ˠuːbˠ,lˠuːbˠ,81,0.85
'Céadaoin',,ˈceːd̪ˠiːnʲ,ˈceːd̪ˠiːnʲ,100,1.0
'leoraís',,lʲɔɾˠiːsˠ,ˈlʲoːɾˠəʃ,31,0.59
'ath-',,ah,ah,100,1.0
'airbheartaigh',,aɾʲˈvʲaɾˠt̪ˠiː,ˈaɾʲvʲəɾˠt̪ˠə,60,0.72
'géag',,ɟeːɡ, ɟɛə̯ɡ,ɟeːɡ,100,1.0
'ngarraí',,ˈŋaɾˠiː, ˈŋɑɾˠiː,ˈŋɪɾʲiː,76,0.81
'iarsmalann',,ˈiəɾˠsˠmˠəlˠən̪ˠ,ˈiəɾˠsˠmˠəlˠən̪ˠ,100,1.0
'héag',,heːɡ,heːɡ,100,1.0
'cúb',,kuːb,kuːbˠ,71,0.78
'uainín',,ˈuənʲiːnʲ,ˈuənʲiːnʲ,100,1.0
'tréigthe',,ˈtʲɾʲeːcə, ˈtʲɾʲei̯cə, ˈtʲɾʲeːcɪ,ˈtʲɾʲeːɟhə,82,0.85
'cruacha',,ˈkɾˠuəxə,ˈkɾˠuəxə,100,1.0
'cian',,ciənˠ,ˈciən̪ˠ,63,0.73
'scamhóga',,ˈsˠkawoːɡiː,ˈsˠkəuoːɡə,62,0.73
'sraoill',,sˠɾˠiːl̠ʲ,sˠɾˠiːlʲ,86,0.88
'clismirt',,ˈclʲiʃmʲəɾˠtʲ, ˈclʲɨsˠmˠəɾˠtʲ, ˈɟlʲɨsˠmˠəɾˠtʲ,ˈclʲɪʃmʲəɾʲtʲ,81,0.85
'chráis',,xɾˠɑːʃ,xɾˠɑːʃ,100,1.0
'dhe',,jɛ,jɛ,100,1.0
'Sligeach',,ˈʃl̠ʲɪɟəx,ˈʃlʲɪɟəx,87,0.89
'clogaide',,ˈklˠɔɡədʲə,ˈklˠəɡədʲə,94,0.94
'bige',,ˈbʲɪɟɪ,ˈbʲɪɟə,90,0.92
'aige',,ˈeɟ(ə),ˈaɟə,66,0.75
'lige',,ˈl̠ʲɪɟə,ˈlʲɪɟə,84,0.87
'ar aon chaoi',,ɛɾʲ eː ˈxiː,əɾˠ ˈiːn̪ˠ xiː,50,0.67
'tobán',,ˈt̪ˠɔbˠɑːnˠ, ˈt̪ˠɔbˠɑːn̪ˠ,ˈt̪ˠʊbˠɑːn̪ˠ,90,0.91
'goilim',,ˈɡɛlʲəmʲ,ˈɡɛlʲəmʲ,100,1.0
'uacht',,uəxt̪ˠ,uəxt̪ˠ,100,1.0
'siamban',,ʃiəmʲbˠan̠ʲ,ˈʃiəmˠbˠən̪ˠ,55,0.69
'faoina',,ˈfˠiːnˠə,ˈfˠiːn̪ˠə,86,0.88
'Sionainn',,ˈʃɪnˠən̠ʲ,ˈʃiən̪ˠən̪ˠ,63,0.73
'tige',,ˈtʲɪɟɪ,ˈtʲɪɟə,90,0.92
'polaitíocht',,ˈpˠɔlˠətʲiəxt̪ˠ,ˈpˠɔlˠətʲiːçtʲ,66,0.75
'dhá',,(ɣ)ɑː, ɣɑː,ɣɑː,100,1.0
'siúl',,ʃuːlˠ, ʃuːl̪ˠ,ˈʃuːlˠ,80,0.83
'dúnfad',,ˈd̪ˠuːnˠhəd̪ˠ,ˈd̪ˠuːn̪ˠfˠəd̪ˠ,80,0.83
'mónóg',,ˈmˠoːnˠoːɡ, ˈmˠuːnˠoːɡ,ˈmˠoːn̪ˠoːɡ,88,0.90
'fíodóir',,ˈfʲiːd̪ˠoːɾʲ,ˈfʲiːd̪ˠóɾʲ,85,0.87
'oiltear',,ˈɛlʲtʲəɾˠ, ˈɪlʲtʲəɾˠ,ˈɛl̠ʲtʲəɾˠ,88,0.90
'clabhtaí',,ˈklˠaut̪ˠiː,ˈklˠət̪ˠiː,87,0.89
'barr-',,bˠɑːɾˠ,bˠaːɾˠ,81,0.85
'dtrian',,dʲɾʲiənˠ, dʲɾʲiən̪ˠ,ˈdʲɾʲiən̪ˠ,88,0.89
'cuisneoir',,ˈkɪʃnʲoːɾʲ,ˈkɪʃnʲoːɾʲ,100,1.0
'anamacha',,ˈanˠəmˠəxə,ˈan̪ˠəmˠəxə,88,0.90
'fúinn',,fˠuːn̠ʲ,fˠún̪ˠ,45,0.65
'ar ais',,ɛɾʲˈaʃ,əɾˠ ˈaʃ,66,0.75
'díograiseach',,ˈdʲiːɡɾˠəʃəx,ˈdʲiːɡɾˠəʃəx,100,1.0
'línéadach',,ˈl̠ʲiːnʲeːd̪ˠəx, ˈl̠ʲiːnʲɛd̪ˠax,ˈlʲiːnʲeːd̪ˠəx,91,0.92
'beanna',,ˈbʲan̪ˠə,ˈbʲan̪ˠə,100,1.0
'bhan',,wanˠ, wan̪ˠ,wan̪ˠ,100,1.0
'díleá',,ˈdʲiːl̠ʲɑː,ˈdʲiːlʲeɑː,82,0.85
'gortú',,ˈɡɔɾˠt̪ˠuː,ˈɡɔɾˠt̪ˠuː,100,1.0
'shléibhe',,ˈ(h)lʲeːvʲə,ˈhlʲeːvʲə,87,0.89
'h',,95,h,0,0.50
'bhfeicinn',,ˈvʲɛcɪn̠ʲ,vʲˈɛcɪnʲ,60,0.71
'bhasa',,ˈwasˠə,ˈwasˠə,100,1.0
'Luan',,l̪ˠuənˠ, l̪ˠuən̪ˠ,lˠuən̪ˠ,81,0.85
'vác',,wɑːk,vɑːk,83,0.86
'Giúdach',,ˈɟuːd̪ˠəx,ˈɟuːd̪ˠəx,100,1.0
'Corn na Breataine',,kɔrˠnˠ nˠə ˈbʲrʲatˠənʲə,ˈkɔɾˠn̪ˠ n̪ˠə bʲɾʲət̪ˠənʲə,63,0.73
'aspal',,ˈasˠpˠəlˠ, ˈasˠpˠəl̪ˠ, ˈɑsˠpˠəlˠ, ˈɑsˠpˠəl̪ˠ,ˈasˠpˠəlˠ,100,1.0
'boc',,bˠok, bˠɔk, bˠʌk,bˠɔk,100,1.0
'fear céile',,fʲaɾˠ ˈceːlʲə,ˈfʲaɾʲ ceːlʲə,70,0.77
'ghlic',,jlʲɪc, ʝlʲɪc,lʲɪc,85,0.88
'poiblí',,ˈpˠəibʲlʲiː,ˈpˠɛbʲlʲiː,88,0.89
'pálás',,ˈpˠɑːlˠɑːsˠ,ˈpˠɑːlˠɑːsˠ,100,1.0
'bhranda',,ˈvˠɾˠan̪ˠd̪ˠə,ˈwɾˠan̪ˠd̪ˠə,86,0.88
'inseoidh',,ˈinʲʃoː, ˈinʲʃɔə̯,ˈɪn̠ʲʃə,46,0.65
'aicmí',,ˈacmʲiː,ˈacmʲiː,100,1.0
'spéacla',,ˈsˠpʲeːkl̪ˠə,ˈʃpʲeːklˠə,73,0.79
'iolar',,ˈɪlˠəɾˠ,ˈiəlˠəɾˠ,85,0.88
'batar',,ˈbˠat̪ˠəɾˠ,ˈbˠat̪ˠəɾˠ,100,1.0
'súgartha',,ˈsˠuːɡəɾˠhə,ˈsˠuːɡəɾˠhə,100,1.0
'cacht',,kaxt̪ˠ,kaxt̪ˠ,100,1.0
'Bhéarla',,ˈvʲeːɾˠlˠə,ˈvʲeːɾˠlˠə,100,1.0
'cuibhrinn',,ˈkɪvʲɾʲən̠ʲ,ˈkɪvʲɾʲən̪ˠ,84,0.86
'déanamh',,ˈdʲa(ː)nˠuː, ˈdʲia̯n̪ˠə, ˈdʲiːnˠuː,ˈdʲeːn̪ˠəu,68,0.76
'caolas',,ˈkiːlˠəsˠ, kʰɰiːlˠəsˠ,ˈkiːlˠəsˠ,100,1.0
'stábh',,sˠt̪ˠɑːw,sˠt̪ˠɑːvʲ,80,0.83
'plátaí',,ˈpˠlˠɑːt̪ˠiː,ˈpˠlˠɑːt̪ˠiː,100,1.0
'pháirt',,fˠɑːɾˠtʲ,fˠɑːɾʲtʲ,85,0.88
'smaoinigh',,ˈsˠmˠiːnʲə,ˈsˠmˠiːnʲə,100,1.0
'fiacail',,ˈfʲiəkəlʲ,ˈfʲiəkəlʲ,100,1.0
'brúite',,ˈbˠɾˠuːtʲə,ˈbˠɾˠútʲə,82,0.85
'mac',,mˠak, mˠɑk,mˠak,100,1.0
'-fá',,fˠaː,-fˠɑː,62,0.73
'iontas',,ˈiːn̪ˠt̪ˠəsˠ,ˈiən̪ˠt̪ˠəsˠ,90,0.91
'galún',,ˈɡalˠuːnˠ,ˈɡalˠuːn̪ˠ,87,0.89
'bhuail',,wuəlʲ,ˈwuəlʲ,77,0.82
'urlár',,ˈauɾˠl̪ˠɑːɾˠ,ˈʊɾˠlˠɑːɾˠ,80,0.84
'garanna',,ˈɡaɾˠən̪ˠə,ˈɡəɾˠən̪ˠə,89,0.90
'aer',,eːɾˠ,eːɾˠ,100,1.0
'Ch',,x, ç,x,100,1.0
'tromán',,ˈt̪ˠɾˠʊmˠɑːnˠ, ˈt̪ˠɾˠʊmˠɑːn̪ˠ,ˈt̪ˠɾˠʊmˠɑːn̪ˠ,100,1.0
'coisíocht',,ˈkɔʃiəxt,ˈkɛʃiːçtʲ,53,0.68
'ibh',,ɪvʲ,əi,19,0.56
'le déanaí',,lʲə ˈdʲeːn̪ˠiː,lʲə ˈdʲeːn̪ˠiː,100,1.0
'chéibh',,ˈçeːvʲ,çeːvʲ,80,0.83
'gol',,ɡɔl̪ˠ,ɡɔlˠ,77,0.82
'anfa',,ˈanˠəfˠə,ˈan̪ˠfˠə,69,0.76
'naonúr',,ˈn̪ˠiːnˠuːɾˠ,ˈn̪ˠiːn̪ˠuːɾˠ,90,0.92
'go fóill',,ɡəˈfˠoːl̠ʲ,ɡə ˈfˠólˠ,58,0.71
'meacain',,ˈmʲakənʲ,ˈmʲakənʲ,100,1.0
'cromaim',,ˈkɾˠɔmˠəmʲ, ˈkɾˠɞmˠəmʲ,ˈkɾˠɔmˠəmʲ,100,1.0
'taobh',,t̪ˠiːw,t̪ˠiːw,100,1.0
'Ocsatánais',,ɔksəˈtˠaːnˠɪʃ, ˈɔksətˠaːnˠɪʃ,ˈʊksˠət̪ˠɑːn̪ˠəʃ,60,0.72
'mB',,mʲ, mˠ,mˠ,100,1.0
'manglam',,mˠɑŋ(ɡ)l̪ˠəmˠ,ˈmˠɪŋlˠəmˠ,57,0.70
'báire',,ˈbˠɑːɾʲə,ˈbˠɑːɾʲə,100,1.0
'cnogaí',,ˈknˠuɡiː,ˈkɾˠʊɡiː,71,0.78
'cac',,kak, kɑk,kak,100,1.0
'rinc',,ɾˠɪɲc,ɾʲɪn̠ʲc,50,0.67
'ghlinne',,ˈjlʲin̠ʲə,lʲɪnʲə,50,0.67
'buidéil',,ˈbˠɪdʲeːlʲ,ˈbˠɪdʲeːlʲ,100,1.0
'Lá Fhéile Pádraig',,ˌl̪ˠɑː ˌeːlʲə ˈpˠɑːɾˠɪc,ˈlˠɑː eːlʲə pˠɑːd̪ˠɾˠəc,66,0.75
'oireacht',,ˈeɾʲəxt̪ˠ,ˈɛɾʲəxt̪ˠ,87,0.89
'Muire',,ˈmˠɪɾʲə,ˈmˠɪɾʲə,100,1.0
'oide faoistine',,ˈɛdʲə ˈfˠiːʃtʲənʲə,ˈɛdʲə fˠiːʃtʲənʲə,93,0.94
'Fhrainc',,ɾˠaɲc,ɾˠan̪ʲc,63,0.73
'uireaspa',,ˈɪɾʲəsˠpˠə,ˈɪɾʲəsˠpˠə,100,1.0
'tailte',,ˈt̪ˠal̠ʲtʲə,ˈt̪ˠɛl̠ʲtʲə,89,0.90
'beathaí',,bʲaˈhiː, ˈbʲahiː,ˈbʲahiː,100,1.0
'ifreann',,ˈɪfʲɾʲən̪ˠ,ˈɪfʲɾʲən̪ˠ,100,1.0
'iaguair',,ˈiəɡuəɾʲ,ˈiəɡuəɾʲ,100,1.0
'shníomh',,(h)nʲiːw,hnʲíoiː,40,0.62
'ghrúdlann',,ˈɣɾˠuːd̪ˠlˠən̪ˠ,ɾˠuːd̪ˠlˠən̪ˠ,84,0.87
'facadar',,ˈfˠakəd̪ˠəɾˠ,ˈfˠakəd̪ˠəɾˠ,100,1.0
'troithe',,ˈt̪ˠɾˠɛhə,ˈt̪ˠɾˠɛhə,100,1.0
'feidhme',,ˈfʲəimʲə,ˈfʲɛmʲə,84,0.87
'bígí',,ˈbʲi(ː)ɟiː,ˈbʲiːɟiː,86,0.88
'céad',,ceːd̪ˠ,ceːd̪ˠ,100,1.0
'cú dobhráin',,kuː ˈd̪ˠoʊ.ɾaːnʲ,ˈkuː d̪ˠəuɾˠɑːnʲ,53,0.68
'Seoighe',,ˈʃoːjə,ˈʃoːjə,100,1.0
'doiciméad',,ˈd̪ˠɔcɪmʲeːd̪ˠ,ˈd̪ˠɛcɪmʲeːd̪ˠ,95,0.96
'bailte',,ˈbˠal̠ʲtʲə,ˈbˠɛl̠ʲtʲə,88,0.89
'spréite',,ˈsˠpʲɾʲeːtʲə,ˈʃpʲɾʲeːtʲə,85,0.87
'daltach',,ˈd̪ˠal̪ˠt̪ˠəx,ˈd̪ˠɛl̠ˠt̪ˠəx,86,0.88
'fhuaire',,ˈuəɾʲə,ˈuəɾʲə,100,1.0
'éadálach',,ˈeːd̪ˠɑːlˠəx,ˈeːd̪ˠɑːlˠəx,100,1.0
'cunlach',,ˈkuːn̪ˠl̪ˠəx,ˈkʊn̪ˠlˠəx,73,0.79
'bhflaith',,wlˠa, wlˠah,wlˠaç,71,0.78
'ceangal',,ˈcaŋ(ɡ)əlˠ, ˈcaŋ(ɡ)əl̪ˠ,ˈcɪŋəlˠ,60,0.71
'céasta',,ˈceːsˠt̪ˠə,ˈceːsˠt̪ˠə,100,1.0
'bhur',,ə,wəɾˠ,28,0.58
'arsa',,ˈaɾˠsˠə,ˈaɾˠsˠə,100,1.0
'éasca',,ˈeːsˠkə,ˈeːsˠkə,100,1.0
'chur',,xʊɾˠ,xʊɾˠ,100,1.0
'charachtar',,ˈxaɾˠəxt̪ˠəɾˠ,ˈxaɾˠəxt̪ˠəɾˠ,100,1.0
'bruíon',,bˠɾˠiːnˠ,ˈbˠɾˠuiːnʲ,68,0.76
'naoscach',,ˈn̪ˠiːsˠkəx,ˈn̪ˠiːsˠkəx,100,1.0
'bearna bhaoil',,ˌbʲɑːɾˠn̪ˠə ˈwiːlʲ,ˈbʲaɾˠn̪ˠə wiːlʲ,76,0.81
'bláthach',,ˈbˠlˠɑːx, ˈbˠl̪ˠɑːx,ˈbˠlˠɑːhəx,81,0.84
'meall',,mʲɑːl̪ˠ,mʲaːlˠ,66,0.75
'caisleán',,ˈkiʃlʲɑːnˠ,ˈkaʃlʲeɑːn̪ˠ,78,0.83
'chaoil',,xiːlʲ,xiːlʲ,100,1.0
'breactar',,ˈbʲɾʲakt̪ˠəɾˠ,ˈbʲɾʲakt̪ˠəɾˠ,100,1.0
'duamair',,ˈd̪ˠuəməɾʲ,ˈd̪ˠuəmˠəɾʲ,89,0.90
'fheiceanna',,ˈɛcən̪ˠə,ˈɛcən̪ˠə,100,1.0
'éiligh',,ˈeːlʲiː,ˈeːlʲə,72,0.79
'cóiste',,ˈkoːʃtʲə,ˈkóʃtʲə,76,0.81
'bhfuiltear',,ˈwɪl̠ʲtʲəɾʲ,wˈɪl̠ʲtʲəɾˠ,78,0.83
'thur',,hʊɾˠ,hʊɾˠ,100,1.0
'aitheantas',,ˈahən̪ˠt̪ˠəsˠ,ˈahən̪ˠt̪ˠəsˠ,100,1.0
'Maoldúin',,ˈmˠiːl̪ˠd̪ˠuːnʲ,ˈmˠiːlˠəd̪ˠúnʲ,70,0.77
'fíonghort',,ˈfʲiːnˠˌɣɔɾˠtˠ,ˈfʲɪŋhəɾˠt̪ˠ,45,0.65
'goradh',,ˈɡɔɾˠə,ˈɡɔɾˠə,100,1.0
'cór',,koːɾˠ,koːɾˠ,100,1.0
'Sorcha',,ˈsɔɾˠəxə,ˈsˠɔɾˠxə,71,0.78
'ime',,ˈimʲə,ˈɪmʲə,77,0.82
'cailceanna',,ˈkalʲkʲənə,ˈkal̪ʲcən̪ˠə,57,0.70
'saoi',,sˠiː,sˠiː,100,1.0
'thairsti',,ˈhaɾˠʃtʲə, ˈhɑɾˠʃtʲə,ˈhaɾʲʃtʲə,86,0.88
'fothragadh',,ˈfˠoɾˠəkə,ˈfˠɔhɾˠəɡə,72,0.78
'ópalach',,ˈoːpˠəlˠəx,ˈoːpˠəlˠəx,100,1.0
'tostar',,ˈt̪ˠɔsˠt̪ˠəɾˠ,ˈt̪ˠɔsˠt̪ˠəɾˠ,100,1.0
'ciall',,ciəl̪ˠ,ˈciəlˠ,55,0.69
'fiafheoil',,ˈfʲiəˌoːlʲ,ˈfʲiəoːlʲ,87,0.89
'scáthán',,ˈsˠkɑːhɑːnˠ,ˈsˠkɑːhɑːn̪ˠ,90,0.91
'drochshúil',,d̪ˠɾˠɔxˈ(h)uːlʲ,ˈd̪ˠɾˠəxhúlʲ,56,0.70
'geansaí',,ˈɟanˠsˠiː,ˈɟan̪ˠsˠiː,87,0.89
'dáil',,d̪ˠɑːlʲ,d̪ˠɑːlʲ,100,1.0
'ghlún',,ɣl̪ˠuːn̪ˠ,lˠuːn̪ˠ,73,0.79
'lúbaim',,ˈl̪ˠuːbˠəmʲ,ˈlˠuːbˠəmʲ,88,0.90
'll',,l̠ʲ, l̪ˠ,lˠ,60,0.71
'lem',,lʲɛmˠ,lʲɪmʲ,62,0.73
'dhiúil',,juːlʲ,ˈjúlʲ,37,0.62
'd'fhití',,ˈdʲitʲiː,dʲ'ɪtʲiː,58,0.71
'chol',,xɔlˠ,xɔlˠ,100,1.0
'dhol',,ɣɔlˠ,ɣɔlˠ,100,1.0
'Ulaidh',,ˈʊlˠiː,ˈʊlˠə,70,0.77
'ualach',,ˈuəl̪ˠəx,ˈuəlˠəx,84,0.87
'brisid',,ˈbʲɾʲɪʃɪdʲ,ˈbʲɾʲɪʃədʲ,94,0.95
'móinteach',,ˈmˠoːnʲtʲəx,ˈmˠón̪ʲtʲəx,72,0.78
'Meiriceá',,ˈmʲɛɾʲəcɑː,ˈmʲɛɾʲəceɑː,94,0.95
'freastal',,ˈfʲɾʲasˠt̪ˠəlˠ, ˈfʲɾʲasˠt̪ˠəl̪ˠ,ˈfʲɾʲasˠt̪ˠəlˠ,100,1.0
'imeanna',,ˈɪmʲən̪ˠə,ˈɪmʲən̪ˠə,100,1.0
'cúramach',,ˈkuːɾˠəmˠəx,ˈkuːɾˠəmˠəx,100,1.0
'fealsúnacht',,ˈfʲal̪ˠsˠuːnˠəxt̪ˠ,ˈfʲal̪ˠsˠuːn̪ˠəxt̪ˠ,93,0.94
'mhalairt',,ˈwalˠəɾˠtʲ,ˈwalˠəɾʲtʲ,87,0.89
'scéalaithe',,ˈʃceːlˠɪhə,ˈʃceːlˠəhə,93,0.94
'claidh',,kl̪ˠəi,klˠə,66,0.75
'Franc',,ˈfˠɾˠaŋk,fˠɾˠan̪ˠk,50,0.67
'fáil',,fˠɑːlʲ,fˠɑːlʲ,100,1.0
'cuirim',,ˈkiɾʲəmʲ, ˈkɪɾʲəmʲ,ˈkɪɾʲəmʲ,100,1.0
'ropa',,ˈɾˠɔpˠə,ˈɾˠɔpˠə,100,1.0
'uachtar',,ˈuəxt̪ˠəɾˠ,ˈuəxt̪ˠəɾˠ,100,1.0
'tréad',,tʲɾʲeːd̪ˠ,tʲɾʲeːd̪ˠ,100,1.0
'síleachtáil',,ˈʃiːlʲəxt̪ˠɑːlʲ,ˈʃiːlʲəxt̪ˠɑːlʲ,100,1.0
'mungarlach',,ˈmˠʊŋɡəɾˠl̪ˠəx,ˈmˠuːŋəɾˠlˠəx,72,0.78
'gigil',,ˈɟɪɟɪlʲ,ˈɟɪɟɪlʲ,100,1.0
'ealaín',,ˈɑːlˠiːnʲ,ˈalˠənʲ,53,0.68
'lúibe',,ˈl̪ˠuːbʲə,ˈlˠúbʲə,66,0.75
'sléibh',,ʃl̠ʲeːvʲ,ʃlʲeːvʲ,84,0.87
